,Institution ID,Legal Name,Popular Name,SED Code,INST Type Code,INST Type Description,INST Sub Type Code,INST Sub Type Description,County Code,County Description,Physical Address Line1,Physical Address Line2,Physical City,Physical State Code,Physical Zipcd5,Mailing Address Line1,Mailing Address Line2,Mailing City,Mailing State Code,Mailing Zipcd5,CEO Salutation,CEO FName,CEO LName,CEO Title,CEO email,CEO Phone,CEO Phone Extension,Grade Organization Code,Grade Organization Description,Grade Pre-K,Grade Half K,Grade Full K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade Ungraded Elementary,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Grade Ungraded Secondary
821,-800000044005,GESHER YEHUDA,GESHER YEHUDA,332100229424,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,49 AVE T,,BROOKLYN,NY,11223,49 AVE T,,BROOKLYN,NY,11223,DR.,EUGENE,MILLER,DIRECTOR,emiller@gesheryehuda.org,(718)714-7400,,1,Elementary,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
822,-800000043812,BIG APPLE INSTITUTE INC,BIG APPLE INSTITUTE INC,332100229485,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,2937 86TH ST,,BROOKLYN,NY,11223,2937 86TH ST,,BROOKLYN,NY,11223,MR.,VLAD,GORNY,PRINCIPAL,vladgor@me.com,(718)333-0300,,1,Elementary,,,,,,Y,Y,Y,Y,,Y,Y,,,,,
823,-800000044026,YESHIVAT OR HATORAH,YESHIVAT OR HATORAH,332100229598,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,2119 HOMECREST AVE,,BROOKLYN,NY,11229,2119 HOMECREST AVE,,BROOKLYN,NY,11229,MR.,YAAKOV,MARCUS,PRINCIPAL,yaakovsmarcus@gmail.com,(718)645-4645,,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,
824,-800000044027,BET YAAKOV OHR SARAH,BET YAAKOV OHR SARAH,332100229599,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1123 AVE N-APT 2B,,BROOKLYN,NY,11230,1123 AVE N-APT 2B,,BROOKLYN,NY,11230,RABBI,DAVID,MASLATON,PRINCIPAL,Mindy@orotsarah.com,(718)627-8758,,6,K-12,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,
825,-800000044015,MESIVTA & YESHIVA GEDOLAH OF MNHTTN BCH,MESIVTA & YESHIVA GEDOLAH OF MNHTTN,332100229679,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,59 W END AVE,,BROOKLYN,NY,11235,59 W END AVE,,BROOKLYN,NY,11235,RABBI,CHAIM,ZELIKOVITZ,PRINCIPAL,mesivtamb@msn.com,(718)368-1333,,4,Junior-Senior High,,,,,,,,,,,,Y,Y,Y,Y,Y,
826,-800000044016,BARKAI YESHIVA,BARKAI YESHIVA,332100229811,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,5302 21ST AVE,,BROOKLYN,NY,11204,5302 21ST AVE,,BROOKLYN,NY,11204,MS.,SARA,ROSENFELD,HEAD OF SCHOOL,srosenfeld@barkaionline.org,(718)998-7473,154,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
827,-800000043794,MARILYN DAVID IVDU UPPER GIRLS SCHOOL,MARILYN DAVID IVDU UPPER GIRLS SCHOO,332100229813,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1244 E 7TH ST,,BROOKLYN,NY,11230,11 BROADWAY-13TH FL,,NEW YORK,NY,10004,RABBI,MICHOEL,DRUIN,HEAD OF SCHOOL,druino@ou.org,(718)758-2999,14039,7,Special,,,,,,,,,,,,,,,,,Y
828,-800000043996,B'NOT RACHEL HIGH SCHOOL FOR GIRLS,B'NOT RACHEL HIGH SCHOOL FOR GIRLS,332100229830,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1950 E 7TH ST,,BROOKLYN,NY,11223,1950 E 7TH ST,,BROOKLYN,NY,11223,MS.,RACHEL,PINTO,ADMINISTRATOR,bnot0506@yahoo.com,(718)382-1555,,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,
829,-800000063971,CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL,CONEY ISLAND PREP PUBLIC CHARTER SCH,332100860949,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,33,KINGS,501 WEST AVE,,BROOKLYN,NY,11214,315 AVE U,,BROOKLYN,NY,11223,MR.,LESLIE-BERNARD,JOSEPH,EXECUTIVE DIRECTOR,ljoseph@coneyislandprep.org,(929)441-3370,,6,K-12,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,
830,-800000082605,SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST,SUCCESS ACADEMY CS - BENSONHURST,332100861075,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,33,KINGS,99 AVE P-4TH FL,,BROOKLYN,NY,11204,99 AVE P-4TH FL,,BROOKLYN,NY,11204,MS.,KERRI,LYNCH,CHARTER SCHOOL LEADER,kerri.lynch@saschools.org,(347)514-7082,,1,Elementary,,,Y,Y,Y,Y,Y,,,Y,,,,,,,
831,-800000089045,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL 2,HEBREW LANGUAGE ACADEMY CHARTER 2,332100861123,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,33,KINGS,1870 STILLWELL AVE,,BROOKLYN,NY,11223,1870 STILLWELL AVE,,BROOKLYN,NY,11223,MS.,ASHLEY,FURAN,CHARTER SCHOOL LEADER,afuran@hla2.org,(917)699-1004,,1,Elementary,,,Y,Y,Y,Y,Y,,,,,,,,,,
832,-800000059263,IMAGINE ACADEMY,IMAGINE ACADEMY,332100995351,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,33,KINGS,1458 E 14TH ST,,BROOKLYN,NY,11230,1458 E 14TH ST,,BROOKLYN,NY,11230,MS.,ELISA,CHREM,PRINCIPAL,echrem@imagineacademy.com,(718)376-8882,127,7,Special,,,,,,,,,,Y,,,,,,,Y
833,-800000069391,BECEC INC,BECEC INC,332100996045,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,33,KINGS,1981 HOMECREST AVE,,BROOKLYN,NY,11229,1981 HOMECREST AVE,,BROOKLYN,NY,11229,MR.,VLAD,GORNY,PRINCIPAL,vladgor@me.com,(718)645-7010,,0,PreK Only,Y,,,,,,,,,,,,,,,,
834,-800000091885,LEARN AND EXPLORE ACADEMY,LEARN AND EXPLORE ACADEMY,332100996514,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,33,KINGS,1123 OCEAN VIEW AVE,,BROOKLYN,NY,11235,1123 OCEAN VIEW AVE,,BROOKLYN,NY,11235,MR.,ALEX,MARCHUK,EXECUTIVE DIRECTOR,alex@leaacademy.com,(718)496-5290,,8,Not Available,,,,,,,,,,,,,,,,,
835,-800000043974,WINDMILL MONTESSORI SCHOOL,WINDMILL MONTESSORI SCHOOL,332100997913,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,33,KINGS,1317 AVE T,,BROOKLYN,NY,11229,1317 AVE T,,BROOKLYN,NY,11229,MS.,LIZA,HERZBERG,DIRECTOR,office@windmontsch.org,(718)375-7973,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
836,-800000043980,BROOKLYN AMITY SCHOOL,BROOKLYN AMITY SCHOOL,332100999764,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,33,KINGS,3867 SHORE PARKWAY,,BROOKLYN,NY,11235,3867 SHORE PARKWAY,,BROOKLYN,NY,11235,MR.,FARUK,GURSOY,PRINCIPAL,fgursoy@amityschool.org,(718)891-6100,,6,K-12,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,
837,-800000043962,JHS 14 SHELL BANK,JHS 14 SHELL BANK,332200010014,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,2424 BATCHELDER ST,,BROOKLYN,NY,11235,2424 BATCHELDER ST,,BROOKLYN,NY,11235,MS.,TERI,AHEARN,PRINCIPAL,tahearn@schools.nyc.gov,(718)743-0220,,2,Middle,,,,,,,,,Y,,Y,Y,,,,,Y
838,-800000043963,PS 52 SHEEPSHEAD BAY,PS 52 SHEEPSHEAD BAY,332200010052,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,2675 E 29TH ST,,BROOKLYN,NY,11235,2675 E 29TH ST,,BROOKLYN,NY,11235,MS.,KRISTIN,HURLEY,PRINCIPAL,khurley2@schools.nyc.gov,(718)648-0882,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,,Y,,,,,,,
839,-800000043964,JHS 78 ROY H MANN,JHS 78 ROY H MANN,332200010078,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,33,KINGS,1420 E 68TH ST,,BROOKLYN,NY,11234,1420 E 68TH ST,,BROOKLYN,NY,11234,MR.,ANTHONY,CUSUMANO,PRINCIPAL,acusuma@schools.nyc.gov,(718)763-4701,,2,Middle,,,,,,,,,Y,,Y,Y,,,,,Y
840,-800000091337,YESHIVA DARCHEI ERES INC,YDE GIRLS ELEMENTARY SCHOOL,332100226459,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,325 AVE Y,,BROOKLYN,NY,11223,325 AVE Y,,BROOKLYN,NY,11223,MR.,EDWARD,SAFF,ADMINISTRATOR,esaff@ydeschool.org,(718)232-0100,1001,8,Not Available,,,,,,,,,,,,,,,,,
841,-800000091409,YESHIVAT MEKOR HAIM HIGH SCHOOL,YESHIVAT MEKOR HAIM HS,332100226486,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1326 OCEAN PKWY,,BROOKLYN,NY,11230,1326 OCEAN PKWY,,BROOKLYN,NY,11230,MR.,MOSHE,ERANI,PRINCIPAL,rerani@mekorhaim.org,(718)382-1130,,8,Not Available,,,,,,,,,,,,,,,,,
842,-800000044052,YESHIVA TORAH TEMIMAH,YESHIVA TORAH TEMIMAH,332100226500,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,555 OCEAN PKY,,BROOKLYN,NY,11218,555 OCEAN PKY,,BROOKLYN,NY,11218,MR.,AVI,PEARL,PRINCIPAL,info@ytt.edu,(718)853-8500,134,6,K-12,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,
843,-800000042849,YESHIVA OF BELLE HARBOR,YESHIVA OF BELLE HARBOR,332100226510,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1649 E 13TH ST,,BROOKLYN,NY,11229,1649 E 13TH ST,,BROOKLYN,NY,11229,MS.,ARIELLE,JOLOVITZ,PRINCIPAL,yeshivabitahon@gmail.com,(718)474-0045,,1,Elementary,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
844,-800000044053,MAGEN DAVID YESH-ISAAC SHALOM ELEMENTRAY SCHOOL,MAGEN DAVID YESH-ISAAC SHLM E,332100226924,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,2130 MCDONALD AVE,,BROOKLYN,NY,11223,2130 MCDONALD AVE,,BROOKLYN,NY,11223,RABBI,ALAN,BERKOWITZ,PRINCIPAL,rabbialanberkowitz@mdyschool.org,(718)954-3305,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
845,-800000044069,SHULAMITH SCHOOL FOR GIRLS OF BROOKLYN,SHULAMITH SCHOOL FOR GIRLS-BROOKLYN,332100226933,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,60 WEST END AVE,,BROOKLYN,NY,11235,60 WEST END AVE,,BROOKLYN,NY,11235,MRS.,LIZ,LEVI,EXECUTIVE DIRECTOR,llevi@shulamithofbrooklyn.org,(718)338-4000,213,1,Elementary,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
846,-800000044057,YESHIVA OF BROOKLYN,YESHIVA OF BROOKLYN,332100226947,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1470-74 OCEAN PKY,,BROOKLYN,NY,11230,1470-74 OCEAN PKY,,BROOKLYN,NY,11230,MS.,SHAINDEE,GORNISH,PRINCIPAL,yob@yeshivanet.com,(718)376-3775,,6,K-12,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,
847,-800000044058,YESHIVA KARLIN STOLIN,YESHIVA KARLIN STOLIN,332100226952,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1818 54TH ST,,BROOKLYN,NY,11204,1818 54TH ST,,BROOKLYN,NY,11204,MR.,DAVID,STEIN,ADMINISTRATOR,dstein@yks.edu,(718)232-7800,115,6,K-12,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,
848,-800000044059,YESHIVA RABBI CHAIM BERLIN,YESHIVA RABBI CHAIM BERLIN,332100226958,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1310 AVE I,,BROOKLYN,NY,11230,1310 AVE I,,BROOKLYN,NY,11230,RABBI,MOSHE,MONCZYK,PRINCIPAL,bfiga@myrcb.org,(718)377-5800,138,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
849,-800000044046,AHI EZER YESHIVA,AHI EZER YESHIVA,332100227202,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,2433 OCEAN PKY,,BROOKLYN,NY,11235,2433 OCEAN PKY,,BROOKLYN,NY,11235,MRS.,ALIZA,BEYDA,PRINCIPAL,abeyda@ahiezeryeshiva.com,(718)648-6100,116,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
850,-800000044047,BNOS ISRAEL OF EAST FLATBUSH,BNOS ISRAEL OF EAST FLATBUSH,332100227245,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1629 E 15TH ST,,BROOKLYN,NY,11229,1629 E 15TH ST,,BROOKLYN,NY,11229,MR.,BORUCH,BARNETSKY,DEAN,bb7892@gmail.com,(718)339-4229,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
851,-800000044049,YESHIVAH OF FLATBUSH ELEMENTARY SCHOOL,YESHIVAH OF FLATBUSH ELEMENTARY SCH,332100227684,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,919 E 10TH ST,,BROOKLYN,NY,11230,919 E 10TH ST,,BROOKLYN,NY,11230,RABBI,JEFFREY,ROTHMAN,PRINCIPAL,jrothman@flatbush.org,(718)377-4466,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
852,-800000044050,BAIS YAAKOV ACADEMY,BAIS YAAKOV ACADEMY,332100227824,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1213 ELM AVE,,BROOKLYN,NY,11230,1213 ELM AVE,,BROOKLYN,NY,11230,RABBI,SHLOMO,TEICHMAN,PRINCIPAL,fay@byaschool.com,(718)339-4747,115,6,K-12,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,
853,-800000044055,SHULAMITH  OF BROOKLYN,SHULAMITH  OF BROOKLYN,332100228502,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,60 WEST END AVE,,BROOKLYN,NY,11230,60 WEST END AVE,,BROOKLYN,NY,11230,MS.,PENINA,KARP,PRINCIPAL,pkarp@shulamithofbrooklyn.org,(718)338-4000,219,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,
854,-800000044056,ATERET TORAH CENTER,ATERET TORAH CENTER,332100228530,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,901 QUENTIN RD,,BROOKLYN,NY,11223,901 QUENTIN RD,,BROOKLYN,NY,11223,MR.,BORUCH,MANELA,PRINCIPAL,rmanela@ateret.net,(718)375-7100,218,6,K-12,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,
855,-800000034151,SHAARE TORAH SCHOOL,SHAARE TORAH SCHOOL,332100228724,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1680 CONEY ISLAND AVE,,BROOKLYN,NY,11230,1680 CONEY ISLAND AVE,,BROOKLYN,NY,11230,RABBI,MOSHE,FRIEDMAN,PRINCIPAL,rabbifriedman@ystschools.net,(718)310-0567,,1,Elementary,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
856,-800000044019,YESHIVA IMREI CHAIM VIZNITZ,YESHIVA IMREI CHAIM VIZNITZ,332100228850,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1824 53RD ST,,BROOKLYN,NY,11204,1824 53RD ST,,BROOKLYN,NY,11204,MR.,NACHMAN,MERMELSTEIN,PRINCIPAL,office@yicviznitz.org,(718)234-2000,123,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
857,-800000044024,MAGEN DAVID YESHIVAH HIGH SCHOOL,MAGEN DAVID YESHIVAH HIGH SCHOOL,332100229088,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,7801 BAY PKY,,BROOKLYN,NY,11214,7801 BAY PKY,,BROOKLYN,NY,11214,RABBI,RICHARD,TOBIAS,PRINCIPAL,rtobias@mdyhs.net,(718)331-4002,3904,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,
858,-800000044039,BET YAAKOV ATERET TORAH,BET YAAKOV ATERET TORAH,332100229099,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,2166 CONEY ISLAND AVE,,BROOKLYN,NY,11223,2166 CONEY ISLAND AVE,,BROOKLYN,NY,11223,MS.,CHANA,REICHER,PRINCIPAL,creicher@ateret.net,(718)732-7770,2,1,Elementary,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
859,-800000044041,CONGREGATION OHR SHRAGA D'VERETZKY,CONG OHR SHRAGA D'VERETZKY,332100229120,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1102 AVE L,,BROOKLYN,NY,11230,1102 AVE L,,BROOKLYN,NY,11230,RABBI,SHOLOM,LANDAU,DEAN,rabbisnlandau@gmail.com,(718)252-7777,18,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
860,-800000059260,ELITE HIGH SCHOOL,ELITE HIGH SCHOOL,332100225340,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,2115 BENSON AVE,,BROOKLYN,NY,11214,2115 BENSON AVE,,BROOKLYN,NY,11214,MS.,YELENA,SOKOLIN,PRINCIPAL,yelenasokolin@yahoo.com,(718)373-0960,,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,
861,-800000060757,YESHIVAT MAGEN ABRAHAM,YESHIVAT MAGEN ABRAHAM,332100225677,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,723 AVE Z,,BROOKLYN,NY,11223,723 AVE Z,,BROOKLYN,NY,11223,RABBI,JOSEPH,CHURBA,ADMINISTRATOR,yeshivatma@gmail.com,(718)627-6200,,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,
862,-800000061351,MAZEL DAY SCHOOL,MAZEL DAY SCHOOL,332100225701,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,60 WEST END AVE-4TH FL,,BROOKLYN,NY,11235,60 WEST END AVE-4TH FL,,BROOKLYN,NY,11235,MRS.,CHANA,OKONOV,HEAD OF SCHOOL,cokonov@mazeldayschool.com,(718)368-4490,230,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
863,-800000063651,BNOT CHAYA ACADEMY,BNOT CHAYA ACADEMY,332100225735,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1012 AVE I,,BROOKLYN,NY,11230,1012 AVE I,,BROOKLYN,NY,11230,MS.,CHAYA,AVIVA KATZ,PRINCIPAL,zvicak@gmail.com,(718)307-5575,,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,
864,-800000070451,YESHIVAT DARCHEI ERES INC,YESHIVAT DARCHEI ERES INC,332100226075,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,2533 CONEY ISLAND AVE,,BROOKLYN,NY,11223,2533 CONEY ISLAND AVE,,BROOKLYN,NY,11223,MR.,EDWARD,SAFF,ADMINISTRATOR,esaff@ydeschool.org,(718)232-0100,1001,4,Junior-Senior High,,,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,
865,-800000074914,CONGREGATION BNOS CHAYA,CONGREGATION BNOS CHAYA,332100226100,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,4511 14TH AVE,,BROOKLYN,NY,11219,4511 14TH AVE,,BROOKLYN,NY,11219,RABBI,EFRAIM,FINK,PRINCIPAL,rabbi@bnoschaya.org,(718)851-1212,101,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,,,,,,,,,
866,-800000083584,PATHWAY STUDY CENTER INC (THE),PATHWAY STUDY CENTER INC (THE),332100226160,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1305 CONEY ISLAND AVE,,BROOKLYN,NY,11230,1305 CONEY ISLAND AVE,,BROOKLYN,NY,11230,MR.,YITZCHOK,MILWORM,DIRECTOR,yitzchokmil@gmail.com,(347)219-6556,,7,Special,,,,,,,,,,Y,,,,,,,Y
867,-800000085868,CONGREGATION CHASIDEI BELZ BETH MALKA,CONGREGATION CHASIDEI BELZ BETH MALK,332100226198,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,7914 BAY PARKWAY,,BROOKLYN,NY,11214,311 DAHILL RD,,BROOKLYN,NY,11218,MR.,ISAAC,KUPFERSTEIN,ADMINISTRATOR,norlander@belzyeshiva.com,(718)576-1041,122,5,Senior High,,,,,,,,,,,,,Y,Y,Y,,
868,-800000087183,YESHIVA MACHZIKEI HADAS 2,YESHIVA MACHZIKEI HADAS 2,332100226224,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,841 OCEAN PKWY,,BROOKLYN,NY,11230,841 OCEAN PKWY,,BROOKLYN,NY,11230,MR.,ARON,FRIEDMAN,EXECUTIVE DIRECTOR,yeshivamh@gmail.com,(718)436-4445,510,1,Elementary,,,,,,Y,Y,Y,,,,,,,,,
869,-800000088044,YESHIVA DARCHEI ALIYA,YESHIVA DARCHEI ALIYA,332100226237,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,2001 E 7TH ST,,BROOKLYN,NY,11223,2001 E 7TH ST,,BROOKLYN,NY,11223,RABBI,SHEFTEL,SKAIST,PRINCIPAL,sskaist.yda@gmail.com,(718)975-0489,101,1,Elementary,,,Y,Y,,Y,Y,Y,Y,,Y,Y,,,,,
870,-800000088147,YESHIVA LEV TORAH - SITE 2,YESHIVA LEV TORAH - SITE 2,332100226244,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,49 AVE T,,BROOKLYN,NY,11223,49 AVE T,,BROOKLYN,NY,11223,MS.,LINDA,HANDLARSKY,EXECUTIVE DIRECTOR,lhandlarsky@levtorah.org,(718)766-2713,,1,Elementary,Y,,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,
871,-800000090361,UNITED TALMUDICAL ACADEMY OF BORO PARK,YESHIVA & MESIFTA VYOEL MOSHE-SEAGAT,332100226333,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,3803 NAUTILUS AVE,,BROOKLYN,NY,11224,5301 14TH AVE,,BROOKLYN,NY,11219,RABBI,ARON,WELZ,ADMINISTRATOR,utaboropark5301@aol.com,(718)438-7109,,5,Senior High,,,,,,,,,,,,,,,,Y,
872,-800000056148,YESHIVA OHR SHRAGA D'VERETZKY,YESHIVA OHR SHRAGA D'VERETZKY,332100226336,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1249 EAST AVE 18 ST,,BROOKLYN,NY,11230,1249 EAST AVE 18 ST,,BROOKLYN,NY,11230,RABBI,SHOLOM,LANDAU,ADMINISTRATOR,shnel1@aol.com,(718)252-7777,257,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,
873,-800000059902,YESHIVAT SHAARE TORAH,YESHIVAT SHAARE TORAH,332100226340,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1202 AVE P,,BROOKLYN,NY,11229,1202 AVE P,,BROOKLYN,NY,11229,MR.,MARK,BIRNBAUM,PRINCIPAL,mbirnbaum@ystschools.net,(718)645-6676,,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,
874,-800000056156,BIG APPLE INSTITUTE SITE 2,BIG APPLE INSTITUTE SITE 2,332100226349,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,503 LAKE ST,,BROOKLYN,NY,11223,503 LAKE ST,,BROOKLYN,NY,11223,MR.,VLAD,GORNY,PRINCIPAL,vladgor@me.com,(718)333-0300,1001,1,Elementary,,,Y,Y,Y,,,,,,,,,,,,
875,-800000090320,YESHIVA PREP HIGH SCHOOL,YESHIVA PREP HIGH SCHOOL,332100226392,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,14-12 AVE J,,BROOKLYN,NY,11230,14-12 AVE J,,BROOKLYN,NY,11230,DR.,EUGENE,MILLER,EXECUTIVE DIRECTOR,emiller@gesheryehuda.org,(718)714-7400,,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,
876,-800000043972,YESHIVA OF BROOKLYN,YESHIVA OF BROOKLYN,332100226404,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1200 OCEAN PKWY,,BROOKLYN,NY,11230,1200 OCEAN PKWY,,BROOKLYN,NY,11230,RABBI,YAAKOV,FRENKEL,ADMINISTRATOR,yob@yeshivanet.com,(718)376-3775,,1,Elementary,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,,,
877,-800000059929,NESIVOS BAIS YAAKOV BOYS,NESIVOS BAIS YAAKOV BOYS,332100226424,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1334 OCEAN PKWY,,BROOKLYN,NY,11230,1334 OCEAN PKWY,,BROOKLYN,NY,11230,RABBI,SAMUEL,WOLNER,PRESIDENT,cwolner@nesivosby.com,(718)972-0804,,1,Elementary,Y,,Y,Y,Y,,,,,,,,,,,,
878,-800000090736,YESHIVAT LEV TORAH HIGH SCHOOL,YESHIVAT LEV TORAH HIGH SCHOOL,332100226440,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,875 AVE Z,,BROOKLYN,NY,11235,875 AVE Z,,BROOKLYN,NY,11235,MR.,YITZCHAK,GREENBLATT,PRINCIPAL,ygreenblatt@levtorah.org,(718)683-8476,,5,Senior High,,,,,,,,,,,,,Y,Y,Y,Y,
879,-800000090772,IVDU ELEMENTARY SCHOOL,IVDU ELEMENTARY SCHOOL,332100226446,14,NON-PUBLIC SCHOOLS,16,JEWISH,33,KINGS,1301 E 18TH ST,,BROOKLYN,NY,11230,1301 E 18TH ST,,BROOKLYN,NY,11230,RABBI,MICHOEL,DRUIN,HEAD OF SCHOOL,druino@ou.org,(718)758-2999,14039,1,Elementary,Y,,,Y,Y,,Y,Y,Y,,Y,Y,,,,,
